AŃO,MES,CCAA_DESTINO,CONTINENTE_ORIGEN,PAIS_ORIGEN,TURISTAS,PERNOCTACIONES,ESTANCIA_MEDIA
2022,12,La Rioja,América,México,980,5290,5.4
2022,12,La Rioja,Europa,Alemania,6600,67980,10.3
2022,12,La Rioja,Europa,Andorra,580,1800,3.1
2022,12,La Rioja,Europa,Austria,2720,27740,10.2
2022,12,La Rioja,Europa,Bulgaria,490,3580,7.3
2022,12,La Rioja,Europa,Bélgica,3340,17700,5.3
2022,12,La Rioja,Europa,Dinamarca,1440,13820,9.6
2022,12,La Rioja,Europa,Francia,22700,206570,9.1
2022,12,La Rioja,Europa,Irlanda,1170,7140,6.1
2022,12,La Rioja,Europa,Italia,4450,32040,7.2
2022,12,La Rioja,Europa,Letonia,360,3380,9.4
2022,12,La Rioja,Europa,Lituania,890,2310,2.6
2022,12,La Rioja,Europa,Luxemburgo,1990,31240,15.7
2022,12,La Rioja,Europa,Países Bajos,14450,135830,9.4
2022,12,La Rioja,Europa,Polonia,3120,15910,5.1
2022,12,La Rioja,Europa,Portugal,3170,31070,9.8
2022,12,La Rioja,Europa,Reino Unido,2750,21180,7.7
2022,12,La Rioja,Europa,Rumanía,2520,24190,9.6
2022,12,La Rioja,Europa,Suecia,3140,26380,8.4
2022,12,La Rioja,Europa,Suiza,1110,8330,7.5
2022,12,La Rioja,África,Marruecos,3250,36080,11.1
2022,12,País Vasco,América,Argentina,3380,26730,7.9
2022,12,País Vasco,América,Bolivia,300,2560,8.5
2022,12,País Vasco,América,Brasil,4780,39840,8.3
2022,12,País Vasco,América,Canadá,2330,13230,5.7
2022,12,País Vasco,América,Chile,1130,6520,5.8
2022,12,País Vasco,América,Colombia,11320,110820,9.8
2022,12,País Vasco,América,Ecuador,660,6260,9.5
2022,12,País Vasco,América,Estados Unidos de América,27040,201190,7.4
2022,12,País Vasco,América,Guatemala,420,3280,7.8
2022,12,País Vasco,América,Honduras,1160,8350,7.2
2022,12,País Vasco,América,México,10510,70650,6.7
2022,12,País Vasco,América,Nicaragua,1530,12600,8.2
2022,12,País Vasco,América,Panamá,300,3060,10.2
2022,12,País Vasco,América,Paraguay,1270,10190,8.0
2022,12,País Vasco,América,Perú,1620,15770,9.7
2022,12,País Vasco,América,Venezuela,960,13760,14.3
2022,12,País Vasco,Asia,Arabia Saudí,460,4860,10.6
2022,12,País Vasco,Asia,China,3480,30160,8.7
2022,12,País Vasco,Asia,Corea,700,3070,4.4
2022,12,País Vasco,Asia,Emiratos Árabes Unidos,620,3370,5.4
2022,12,País Vasco,Asia,Filipinas,3320,15230,4.6
2022,12,País Vasco,Asia,India,1840,7820,4.3
2022,12,País Vasco,Asia,Indonesia,690,5650,8.2
2022,12,País Vasco,Asia,Israel,390,1330,3.4
2022,12,País Vasco,Asia,Japón,4230,22710,5.4
2022,12,País Vasco,Asia,Pakistán,600,4630,7.7
2022,12,País Vasco,Asia,Singapur,570,3550,6.2
2022,12,País Vasco,Asia,Tailandia,470,2430,5.2
2022,12,País Vasco,Europa,Alemania,128690,1345230,10.5
2022,12,País Vasco,Europa,Andorra,960,5440,5.7
2022,12,País Vasco,Europa,Austria,25810,215010,8.3
2022,12,País Vasco,Europa,Belarús,1200,5410,4.5
2022,12,País Vasco,Europa,Bulgaria,11830,117980,10.0
2022,12,País Vasco,Europa,Bélgica,45040,254340,5.6
2022,12,País Vasco,Europa,Croacia,1580,7770,4.9
2022,12,País Vasco,Europa,Dinamarca,12820,110710,8.6
2022,12,País Vasco,Europa,Eslovenia,3470,16260,4.7
2022,12,País Vasco,Europa,Estonia,3810,22240,5.8
2022,12,País Vasco,Europa,Finlandia,2250,15630,6.9
2022,12,País Vasco,Europa,Francia,503780,3417030,6.8
2022,12,País Vasco,Europa,Georgia,780,7480,9.6
2022,12,País Vasco,Europa,Grecia,1900,12180,6.4
2022,12,País Vasco,Europa,Hungría,9470,116390,12.3
2022,12,País Vasco,Europa,Irlanda,24510,281010,11.5
2022,12,País Vasco,Europa,Italia,55810,350240,6.3
2022,12,País Vasco,Europa,Letonia,4850,45220,9.3
2022,12,País Vasco,Europa,Liechtenstein,2870,18180,6.3
2022,12,País Vasco,Europa,Lituania,19950,96200,4.8
2022,12,País Vasco,Europa,Luxemburgo,15480,139050,9.0
2022,12,País Vasco,Europa,Macedonia del Norte,330,1260,3.8
2022,12,País Vasco,Europa,Moldavia,1160,8370,7.2
2022,12,País Vasco,Europa,Noruega,2770,16580,6.0
2022,12,País Vasco,Europa,Países Bajos,121630,1101110,9.1
2022,12,País Vasco,Europa,Polonia,62970,305830,4.9
2022,12,País Vasco,Europa,Portugal,128170,1476930,11.5
2022,12,País Vasco,Europa,Reino Unido,44260,249430,5.6
2022,12,País Vasco,Europa,República Checa,10290,54020,5.2
2022,12,País Vasco,Europa,República Eslovaca,3980,18050,4.5
2022,12,País Vasco,Europa,Rumanía,23790,207190,8.7
2022,12,País Vasco,Europa,Rusia,1990,13090,6.6
2022,12,País Vasco,Europa,Serbia,360,2240,6.2
2022,12,País Vasco,Europa,Suecia,46520,298500,6.4
2022,12,País Vasco,Europa,Suiza,39900,107440,2.7
2022,12,País Vasco,Europa,Turquía,2650,12220,4.6
2022,12,País Vasco,Oceanía,Australia,1030,6710,6.5
2022,12,País Vasco,África,Argelia,3380,29040,8.6
2022,12,País Vasco,África,Egipto,320,2500,7.8
2022,12,País Vasco,África,Ghana,370,3540,9.6
2022,12,País Vasco,África,Marruecos,14880,128520,8.6
2022,12,País Vasco,África,Mauritania,970,10370,10.7
2022,12,País Vasco,África,Nigeria,1090,9180,8.4
2022,12,País Vasco,África,Senegal,1940,15720,8.1
2022,12,Principado de Asturias,América,Argentina,1430,12010,8.4
2022,12,Principado de Asturias,América,Brasil,1420,12210,8.6
2022,12,Principado de Asturias,América,Chile,540,3400,6.3
2022,12,Principado de Asturias,América,Colombia,3530,30010,8.5
2022,12,Principado de Asturias,América,Estados Unidos de América,7610,75340,9.9
2022,12,Principado de Asturias,América,México,6140,41750,6.8
2022,12,Principado de Asturias,América,Paraguay,690,4760,6.9
2022,12,Principado de Asturias,América,Perú,430,3530,8.2
2022,12,Principado de Asturias,América,Venezuela,640,8000,12.5
2022,12,Principado de Asturias,Asia,China,1050,6200,5.9
2022,12,Principado de Asturias,Asia,Filipinas,1580,9320,5.9
2022,12,Principado de Asturias,Asia,India,770,4390,5.7
2022,12,Principado de Asturias,Asia,Tailandia,650,3580,5.5
2022,12,Principado de Asturias,Europa,Alemania,15920,176710,11.1
2022,12,Principado de Asturias,Europa,Austria,6950,72980,10.5
2022,12,Principado de Asturias,Europa,Bulgaria,590,3600,6.1
2022,12,Principado de Asturias,Europa,Bélgica,6720,53760,8.0
2022,12,Principado de Asturias,Europa,Dinamarca,4380,56060,12.8
2022,12,Principado de Asturias,Europa,Estonia,520,4630,8.9
2022,12,Principado de Asturias,Europa,Finlandia,380,2580,6.8
2022,12,Principado de Asturias,Europa,Francia,55430,582020,10.5
2022,12,Principado de Asturias,Europa,Grecia,470,2770,5.9
2022,12,Principado de Asturias,Europa,Hungría,520,5620,10.8
2022,12,Principado de Asturias,Europa,Irlanda,3450,21740,6.3
2022,12,Principado de Asturias,Europa,Italia,10320,100100,9.7
2022,12,Principado de Asturias,Europa,Letonia,990,7330,7.4
2022,12,Principado de Asturias,Europa,Liechtenstein,1330,10770,8.1
2022,12,Principado de Asturias,Europa,Lituania,930,5020,5.4
2022,12,Principado de Asturias,Europa,Luxemburgo,4950,51480,10.4
2022,12,Principado de Asturias,Europa,Noruega,1160,10900,9.4
2022,12,Principado de Asturias,Europa,Países Bajos,39640,408290,10.3
2022,12,Principado de Asturias,Europa,Polonia,5680,39190,6.9
2022,12,Principado de Asturias,Europa,Portugal,13200,97680,7.4
2022,12,Principado de Asturias,Europa,Reino Unido,15400,100100,6.5
2022,12,Principado de Asturias,Europa,República Checa,730,7300,10.0
2022,12,Principado de Asturias,Europa,República Eslovaca,300,1920,6.4
2022,12,Principado de Asturias,Europa,Rumanía,2050,19070,9.3
2022,12,Principado de Asturias,Europa,Rusia,1040,8010,7.7
2022,12,Principado de Asturias,Europa,Suecia,5930,63450,10.7
2022,12,Principado de Asturias,Europa,Suiza,3800,27740,7.3
2022,12,Principado de Asturias,Europa,Turquía,640,4030,6.3
2022,12,Principado de Asturias,África,Marruecos,1170,12520,10.7
2022,12,Región de Murcia,América,Argentina,850,6040,7.1
2022,12,Región de Murcia,América,Brasil,1690,15380,9.1
2022,12,Región de Murcia,América,Canadá,490,3380,6.9
2022,12,Región de Murcia,América,Colombia,6110,65990,10.8
2022,12,Región de Murcia,América,Ecuador,1370,13290,9.7
2022,12,Región de Murcia,América,Estados Unidos de América,8940,83140,9.3
2022,12,Región de Murcia,América,Honduras,300,2400,8.0
2022,12,Región de Murcia,América,México,1970,14970,7.6
2022,12,Región de Murcia,América,Nicaragua,470,3900,8.3
2022,12,Región de Murcia,América,Paraguay,610,5370,8.8
2022,12,Región de Murcia,América,Perú,490,6910,14.1
2022,12,Región de Murcia,América,Venezuela,340,2960,8.7
2022,12,Región de Murcia,Asia,Arabia Saudí,360,2920,8.1
2022,12,Región de Murcia,Asia,China,2140,18190,8.5
2022,12,Región de Murcia,Asia,Emiratos Árabes Unidos,430,3100,7.2
2022,12,Región de Murcia,Asia,Filipinas,3490,20940,6.0
2022,12,Región de Murcia,Asia,India,1990,13330,6.7
2022,12,Región de Murcia,Asia,Indonesia,460,3590,7.8
2022,12,Región de Murcia,Asia,Japón,880,7130,8.1
2022,12,Región de Murcia,Asia,Tailandia,620,3910,6.3
2022,12,Región de Murcia,Europa,Alemania,47130,655110,13.9
2022,12,Región de Murcia,Europa,Andorra,300,1410,4.7
2022,12,Región de Murcia,Europa,Austria,11250,130500,11.6
2022,12,Región de Murcia,Europa,Bulgaria,2020,20400,10.1
2022,12,Región de Murcia,Europa,Bélgica,25430,256840,10.1
2022,12,Región de Murcia,Europa,Croacia,470,2350,5.0
2022,12,Región de Murcia,Europa,Dinamarca,7600,78280,10.3
2022,12,Región de Murcia,Europa,Eslovenia,380,2090,5.5
2022,12,Región de Murcia,Europa,Estonia,1370,13560,9.9
2022,12,Región de Murcia,Europa,Finlandia,2680,27870,10.4
2022,12,Región de Murcia,Europa,Francia,92950,1068930,11.5
2022,12,Región de Murcia,Europa,Georgia,310,2290,7.4
2022,12,Región de Murcia,Europa,Grecia,1310,7730,5.9
2022,12,Región de Murcia,Europa,Hungría,1160,8930,7.7
2022,12,Región de Murcia,Europa,Irlanda,15770,135620,8.6
2022,12,Región de Murcia,Europa,Italia,29260,251640,8.6
2022,12,Región de Murcia,Europa,Letonia,3980,40990,10.3
2022,12,Región de Murcia,Europa,Liechtenstein,2430,27220,11.2
2022,12,Región de Murcia,Europa,Lituania,2640,16630,6.3
2022,12,Región de Murcia,Europa,Luxemburgo,6880,77060,11.2
2022,12,Región de Murcia,Europa,Malta,440,6120,13.9
2022,12,Región de Murcia,Europa,Noruega,6420,60350,9.4
2022,12,Región de Murcia,Europa,Países Bajos,68260,723560,10.6
2022,12,Región de Murcia,Europa,Polonia,16150,127590,7.9
2022,12,Región de Murcia,Europa,Portugal,6000,63000,10.5
2022,12,Región de Murcia,Europa,Reino Unido,83150,746530,6.6
2022,12,Región de Murcia,Europa,República Checa,1450,11460,7.9
2022,12,Región de Murcia,Europa,República Eslovaca,560,3580,6.4
2022,12,Región de Murcia,Europa,Rumanía,3970,33750,8.5
2022,12,Región de Murcia,Europa,Rusia,1230,10210,8.3
2022,12,Región de Murcia,Europa,Suecia,24100,269920,11.2
2022,12,Región de Murcia,Europa,Suiza,9320,81080,8.7
2022,12,Región de Murcia,Europa,Turquía,910,5280,5.8
2022,12,Región de Murcia,África,Argelia,3070,21800,7.1
2022,12,Región de Murcia,África,Ghana,1030,13080,12.7
2022,12,Región de Murcia,África,Mali,530,6470,12.2
2022,12,Región de Murcia,África,Marruecos,50480,555280,11.0
2022,12,Región de Murcia,África,Nigeria,560,4700,8.4
2022,12,Región de Murcia,África,Senegal,830,6640,8.0
2023,1,Andalucía,América,Argentina,27920,290140,10.4
2023,1,Andalucía,América,Bolivia,480,4870,10.1
2023,1,Andalucía,América,Brasil,25990,186130,7.2
2023,1,Andalucía,América,Canadá,62060,415350,6.7
2023,1,Andalucía,América,Chile,6080,46440,7.6
2023,1,Andalucía,América,Colombia,30920,378880,12.3
2023,1,Andalucía,América,Costa Rica,920,10240,11.1
2023,1,Andalucía,América,Ecuador,2510,29640,11.8
2023,1,Andalucía,América,El Salvador,570,6830,12.0
2023,1,Andalucía,América,Estados Unidos de América,260320,1947740,7.5
2023,1,Andalucía,América,Guatemala,1010,11130,11.0
2023,1,Andalucía,América,Honduras,1430,13730,9.6
2023,1,Andalucía,América,México,27340,202750,7.4
2023,1,Andalucía,América,Nicaragua,2270,20420,9.0
2023,1,Andalucía,América,Panamá,2340,22430,9.6
2023,1,Andalucía,América,Paraguay,4740,40020,8.4
2023,1,Andalucía,América,Perú,4390,53900,12.3
2023,1,Andalucía,América,República Dominicana,1130,9950,8.8
2023,1,Andalucía,América,Uruguay,1700,19460,11.4
2023,1,Andalucía,América,Venezuela,4500,68900,15.3
2023,1,Andalucía,Asia,Arabia Saudí,7190,72300,10.1
2023,1,Andalucía,Asia,Azerbaiyán,430,3220,7.5
2023,1,Andalucía,Asia,Bahréin,650,6070,9.3
2023,1,Andalucía,Asia,China,36650,212640,5.8
2023,1,Andalucía,Asia,Corea,31920,161180,5.0
2023,1,Andalucía,Asia,Emiratos Árabes Unidos,9030,70440,7.8
2023,1,Andalucía,Asia,Filipinas,38230,171440,4.5
2023,1,Andalucía,Asia,India,22080,108100,4.9
2023,1,Andalucía,Asia,Indonesia,6110,37480,6.1
2023,1,Andalucía,Asia,Irán,2350,21380,9.1
2023,1,Andalucía,Asia,Israel,4220,26310,6.2
2023,1,Andalucía,Asia,Japón,6620,48350,7.3
2023,1,Andalucía,Asia,Jordania,500,3850,7.7
2023,1,Andalucía,Asia,Kazajstán,1770,17940,10.1
2023,1,Andalucía,Asia,Kuwait,2260,20070,8.9
2023,1,Andalucía,Asia,Líbano,940,7060,7.5
2023,1,Andalucía,Asia,Malasia,2450,13920,5.7
2023,1,Andalucía,Asia,Myanmar,990,3840,3.9
2023,1,Andalucía,Asia,Omán,960,10180,10.6
2023,1,Andalucía,Asia,Otros países de Asia,1350,6850,5.1
2023,1,Andalucía,Asia,Pakistán,1220,8270,6.8
2023,1,Andalucía,Asia,Qatar,2630,20060,7.6
2023,1,Andalucía,Asia,Singapur,3920,34190,8.7
2023,1,Andalucía,Asia,Sri Lanka,1200,8780,7.3
2023,1,Andalucía,Asia,Tailandia,13230,38110,2.9
2023,1,Andalucía,Asia,Uzbekistán,460,3510,7.6
2023,1,Andalucía,Asia,Vietnam,1970,12090,6.1
2023,1,Andalucía,Europa,Albania,1480,11220,7.6
2023,1,Andalucía,Europa,Alemania,532840,5987930,11.2
2023,1,Andalucía,Europa,Andorra,4540,36220,8.0
2023,1,Andalucía,Europa,Armenia,770,5500,7.1
2023,1,Andalucía,Europa,Austria,120960,1053560,8.7
2023,1,Andalucía,Europa,Belarús,3070,24520,8.0
2023,1,Andalucía,Europa,Bosnia y Herzegovina,630,2990,4.7
2023,1,Andalucía,Europa,Bulgaria,17460,141390,8.1
2023,1,Andalucía,Europa,Bélgica,260420,2154190,8.3
2023,1,Andalucía,Europa,Chipre,1230,10220,8.3
2023,1,Andalucía,Europa,Croacia,10510,60380,5.7
2023,1,Andalucía,Europa,Dinamarca,154810,1330240,8.6
2023,1,Andalucía,Europa,Eslovenia,3090,20180,6.5
2023,1,Andalucía,Europa,Estonia,18940,181880,9.6
2023,1,Andalucía,Europa,Finlandia,112190,1179440,10.5
2023,1,Andalucía,Europa,Francia,623430,5690530,9.1
2023,1,Andalucía,Europa,Georgia,3040,25480,8.4
2023,1,Andalucía,Europa,Grecia,12240,73800,6.0
2023,1,Andalucía,Europa,Hungría,29300,211860,7.2
2023,1,Andalucía,Europa,Irlanda,224310,1758980,7.8
2023,1,Andalucía,Europa,Islandia,1380,13720,9.9
2023,1,Andalucía,Europa,Italia,314060,2080210,6.6
2023,1,Andalucía,Europa,Letonia,27760,280140,10.1
2023,1,Andalucía,Europa,Liechtenstein,13250,123070,9.3
2023,1,Andalucía,Europa,Lituania,18880,146720,7.8
2023,1,Andalucía,Europa,Luxemburgo,52990,599140,11.3
2023,1,Andalucía,Europa,Macedonia del Norte,650,4420,6.8
2023,1,Andalucía,Europa,Malta,4510,35240,7.8
2023,1,Andalucía,Europa,Moldavia,1470,12240,8.3
2023,1,Andalucía,Europa,Montenegro,1190,5960,5.0
2023,1,Andalucía,Europa,Noruega,75630,631470,8.3
2023,1,Andalucía,Europa,Países Bajos,690510,5958210,8.6
2023,1,Andalucía,Europa,Polonia,162400,1094950,6.7
2023,1,Andalucía,Europa,Portugal,193590,1102490,5.7
2023,1,Andalucía,Europa,Reino Unido,1065290,8912130,8.15
2023,1,Andalucía,Europa,República Checa,26970,226340,8.4
2023,1,Andalucía,Europa,República Eslovaca,8680,60650,7.0
2023,1,Andalucía,Europa,Rumanía,46730,414320,8.9
2023,1,Andalucía,Europa,Rusia,24260,215010,8.9
2023,1,Andalucía,Europa,Serbia,3420,19660,5.7
2023,1,Andalucía,Europa,Suecia,334890,3006940,9.0
2023,1,Andalucía,Europa,Suiza,121070,1048270,8.7
2023,1,Andalucía,Europa,Turquía,11930,47240,4.0
2023,1,Andalucía,Oceanía,Australia,7670,57690,7.5
2023,1,Andalucía,Oceanía,Nueva Zelanda,1380,12300,8.9
2023,1,Andalucía,África,Argelia,18080,109400,6.1
2023,1,Andalucía,África,Burkina Faso,410,3780,9.2
2023,1,Andalucía,África,Costa de Marfil,450,2880,6.4
2023,1,Andalucía,África,Egipto,4280,18890,4.4
2023,1,Andalucía,África,Ghana,1290,12150,9.4
2023,1,Andalucía,África,Guinea,330,2050,6.2
2023,1,Andalucía,África,Guinea Ecuatorial,480,6580,13.7
2023,1,Andalucía,África,Kenia,1030,6350,6.2
2023,1,Andalucía,África,Mali,4070,45820,11.3
2023,1,Andalucía,África,Marruecos,402420,2054850,5.1
2023,1,Andalucía,África,Mauritania,1380,12470,9.0
2023,1,Andalucía,África,Nigeria,2950,19980,6.8
2023,1,Andalucía,África,Senegal,6420,48740,7.6
2023,1,Andalucía,África,Sudáfrica,1990,13990,7.0
2023,1,Andalucía,África,Túnez,1990,11640,5.8
2023,1,Aragón,América,Argentina,2180,19630,9.0
2023,1,Aragón,América,Brasil,1860,18170,9.8
2023,1,Aragón,América,Canadá,780,6020,7.7
2023,1,Aragón,América,Chile,760,6650,8.8
2023,1,Aragón,América,Colombia,6990,90800,13.0
2023,1,Aragón,América,Costa Rica,300,2460,8.2
2023,1,Aragón,América,Ecuador,810,9830,12.1
2023,1,Aragón,América,Estados Unidos de América,14980,152400,10.2
2023,1,Aragón,América,Honduras,380,4080,10.7
2023,1,Aragón,América,México,3400,26780,7.9
2023,1,Aragón,América,Nicaragua,1460,15730,10.8
2023,1,Aragón,América,Panamá,380,3910,10.3
2023,1,Aragón,América,Perú,1120,14190,12.7
2023,1,Aragón,América,República Dominicana,400,4210,10.5
2023,1,Aragón,América,Venezuela,1220,21590,17.7
2023,1,Aragón,Asia,China,2740,29850,10.9
2023,1,Aragón,Asia,Corea,1640,6690,4.1
2023,1,Aragón,Asia,Emiratos Árabes Unidos,400,2570,6.4
2023,1,Aragón,Asia,India,680,5330,7.8
2023,1,Aragón,Asia,Japón,1380,12430,9.0
2023,1,Aragón,Asia,Pakistán,320,2320,7.3
2023,1,Aragón,Asia,Qatar,320,1950,6.1
2023,1,Aragón,Europa,Alemania,61040,556960,9.1
2023,1,Aragón,Europa,Andorra,4060,22510,5.5
2023,1,Aragón,Europa,Austria,15970,133910,8.4
2023,1,Aragón,Europa,Belarús,410,1770,4.3
2023,1,Aragón,Europa,Bulgaria,4780,32190,6.7
2023,1,Aragón,Europa,Bélgica,17120,134960,7.9
2023,1,Aragón,Europa,Croacia,510,2240,4.4
2023,1,Aragón,Europa,Dinamarca,12040,102520,8.5
2023,1,Aragón,Europa,Eslovenia,1260,5800,4.6
2023,1,Aragón,Europa,Estonia,1950,13320,6.8
2023,1,Aragón,Europa,Finlandia,1280,13420,10.5
2023,1,Aragón,Europa,Francia,130290,967800,7.4
2023,1,Aragón,Europa,Grecia,1150,6110,5.3
2023,1,Aragón,Europa,Hungría,3300,13240,4.0
2023,1,Aragón,Europa,Irlanda,8020,56300,7.0
2023,1,Aragón,Europa,Italia,42580,280900,6.6
2023,1,Aragón,Europa,Letonia,2640,22760,8.6
2023,1,Aragón,Europa,Liechtenstein,2690,17800,6.6
2023,1,Aragón,Europa,Lituania,6280,22860,3.6
2023,1,Aragón,Europa,Luxemburgo,7700,92950,12.1
2023,1,Aragón,Europa,Moldavia,390,3130,8.0
2023,1,Aragón,Europa,Noruega,1360,12730,9.4
2023,1,Aragón,Europa,Países Bajos,50050,435390,8.7
2023,1,Aragón,Europa,Polonia,21050,109410,5.2
2023,1,Aragón,Europa,Portugal,17230,99240,5.8
2023,1,Aragón,Europa,Reino Unido,28330,278470,9.8
2023,1,Aragón,Europa,República Checa,5690,25830,4.5
2023,1,Aragón,Europa,República Eslovaca,1650,6120,3.7
2023,1,Aragón,Europa,Rumanía,17990,131720,7.3
2023,1,Aragón,Europa,Rusia,940,7060,7.5
2023,1,Aragón,Europa,Suecia,23050,172250,7.5
2023,1,Aragón,Europa,Suiza,8040,65400,8.1
2023,1,Aragón,Europa,Turquía,2150,10270,4.8
2023,1,Aragón,Oceanía,Australia,390,3310,8.5
2023,1,Aragón,África,Argelia,2180,19940,9.1
2023,1,Aragón,África,Ghana,730,8720,11.9
2023,1,Aragón,África,Guinea Ecuatorial,670,8690,13.0
2023,1,Aragón,África,Mali,840,8200,9.8
2023,1,Aragón,África,Marruecos,10100,95710,9.5
2023,1,Aragón,África,Senegal,1470,12330,8.4
2023,1,Canarias,América,Argentina,5380,60780,11.3
2023,1,Canarias,América,Brasil,7370,60240,8.2
2023,1,Canarias,América,Canadá,20210,141560,7.0
2023,1,Canarias,América,Chile,1670,13860,8.3
2023,1,Canarias,América,Colombia,16140,206530,12.8
2023,1,Canarias,América,Ecuador,640,7370,11.5
2023,1,Canarias,América,Estados Unidos de América,70630,584640,8.3
2023,1,Canarias,América,Honduras,490,4500,9.2
2023,1,Canarias,América,México,3560,27840,7.8
2023,1,Canarias,América,Panamá,830,8560,10.3
2023,1,Canarias,América,Paraguay,740,6400,8.6
2023,1,Canarias,América,Perú,540,5790,10.7
2023,1,Canarias,América,Uruguay,1250,16710,13.4
2023,1,Canarias,América,Venezuela,7070,97080,13.7
2023,1,Canarias,Asia,Arabia Saudí,680,5620,8.3
2023,1,Canarias,Asia,China,12710,83890,6.6
2023,1,Canarias,Asia,Corea,1190,6950,5.8
2023,1,Canarias,Asia,Emiratos Árabes Unidos,2620,21770,8.3
2023,1,Canarias,Asia,Filipinas,32440,228620,7.0
2023,1,Canarias,Asia,India,16540,122440,7.4
2023,1,Canarias,Asia,Indonesia,13480,107360,8.0
2023,1,Canarias,Asia,Irán,430,2920,6.8
2023,1,Canarias,Asia,Israel,2910,17570,6.0
2023,1,Canarias,Asia,Japón,2940,18020,6.1
2023,1,Canarias,Asia,Kazajstán,1250,12020,9.6
2023,1,Canarias,Asia,Malasia,1910,17930,9.4
2023,1,Canarias,Asia,Myanmar,420,6590,15.7
2023,1,Canarias,Asia,Qatar,560,3680,6.6
2023,1,Canarias,Asia,Singapur,790,8090,10.2
2023,1,Canarias,Asia,Sri Lanka,820,8800,10.7
2023,1,Canarias,Asia,Tailandia,4160,22040,5.3
2023,1,Canarias,Asia,Vietnam,690,5110,7.4
2023,1,Canarias,Europa,Albania,670,5580,8.3
2023,1,Canarias,Europa,Alemania,2094180,20068680,9.6
2023,1,Canarias,Europa,Andorra,2050,15220,7.4
2023,1,Canarias,Europa,Armenia,640,5150,8.0
2023,1,Canarias,Europa,Austria,109950,971120,8.8
2023,1,Canarias,Europa,Belarús,5390,43320,8.0
2023,1,Canarias,Europa,Bulgaria,8440,82310,9.8
2023,1,Canarias,Europa,Bélgica,365860,2997360,8.2
2023,1,Canarias,Europa,Chipre,960,7770,8.1
2023,1,Canarias,Europa,Croacia,12070,95870,7.9
2023,1,Canarias,Europa,Dinamarca,331570,2407400,7.3
2023,1,Canarias,Europa,Eslovenia,11970,92020,7.7
2023,1,Canarias,Europa,Estonia,48510,456530,9.4
2023,1,Canarias,Europa,Finlandia,312020,2391410,7.7
2023,1,Canarias,Europa,Francia,466830,3527450,7.6
2023,1,Canarias,Europa,Georgia,1280,8810,6.9
2023,1,Canarias,Europa,Grecia,7170,57760,8.1
2023,1,Canarias,Europa,Hungría,77320,596540,7.7
2023,1,Canarias,Europa,Irlanda,540050,4066280,7.5
2023,1,Canarias,Europa,Islandia,69870,764620,10.9
2023,1,Canarias,Europa,Italia,561030,4650880,8.3
2023,1,Canarias,Europa,Letonia,43140,377540,8.8
2023,1,Canarias,Europa,Liechtenstein,2890,21520,7.4
2023,1,Canarias,Europa,Lituania,57830,505390,8.7
2023,1,Canarias,Europa,Luxemburgo,30950,253790,8.2
2023,1,Canarias,Europa,Macedonia del Norte,610,3550,5.8
2023,1,Canarias,Europa,Malta,2160,15210,7.0
2023,1,Canarias,Europa,Moldavia,2320,17810,7.7
2023,1,Canarias,Europa,Montenegro,760,5080,6.7
2023,1,Canarias,Europa,Noruega,367940,3059940,8.3
2023,1,Canarias,Europa,Países Bajos,637510,4937700,7.7
2023,1,Canarias,Europa,Polonia,261840,1796420,6.9
2023,1,Canarias,Europa,Portugal,22170,147470,6.7
2023,1,Canarias,Europa,Reino Unido,3881180,29844330,7.25
2023,1,Canarias,Europa,República Checa,70260,629790,9.0
2023,1,Canarias,Europa,República Eslovaca,22890,175000,7.6
2023,1,Canarias,Europa,Rumanía,45460,385370,8.5
2023,1,Canarias,Europa,Rusia,13580,117910,8.7
2023,1,Canarias,Europa,Serbia,1580,12030,7.6
2023,1,Canarias,Europa,Suecia,636400,4696570,7.4
2023,1,Canarias,Europa,Suiza,169270,1443380,8.5
2023,1,Canarias,Europa,Turquía,2390,13970,5.8
2023,1,Canarias,Oceanía,Australia,2990,24530,8.2
2023,1,Canarias,Oceanía,Nueva Zelanda,820,6120,7.5
2023,1,Canarias,África,Argelia,300,2560,8.5
2023,1,Canarias,África,Cabo Verde,330,3170,9.6
2023,1,Canarias,África,Egipto,960,7730,8.1
2023,1,Canarias,África,Ghana,450,3080,6.8
2023,1,Canarias,África,Kenia,720,5700,7.9
2023,1,Canarias,África,Mali,470,3830,8.1
2023,1,Canarias,África,Marruecos,32240,219020,6.8
2023,1,Canarias,África,Mauricio,540,4520,8.4
2023,1,Canarias,África,Mauritania,10070,66720,6.6
2023,1,Canarias,África,Nigeria,2440,19700,8.1
2023,1,Canarias,África,Senegal,4540,35170,7.7
2023,1,Canarias,África,Sudáfrica,1150,7110,6.2
2023,1,Canarias,África,Túnez,1080,7090,6.6
2023,1,Cantabria,América,Argentina,650,7870,12.1
2023,1,Cantabria,América,Brasil,1030,11120,10.8
2023,1,Cantabria,América,Canadá,630,4790,7.6
2023,1,Cantabria,América,Chile,360,3670,10.2
2023,1,Cantabria,América,Colombia,3110,38560,12.4
2023,1,Cantabria,América,Estados Unidos de América,6620,63550,9.6
2023,1,Cantabria,América,México,2280,23030,10.1
2023,1,Cantabria,América,Perú,610,7080,11.6
2023,1,Cantabria,América,Venezuela,300,4320,14.4
2023,1,Cantabria,Asia,China,760,4410,5.8
2023,1,Cantabria,Asia,Filipinas,2110,12240,5.8
