AŃO,MES,CCAA_DESTINO,CONTINENTE_ORIGEN,PAIS_ORIGEN,TURISTAS,PERNOCTACIONES,ESTANCIA_MEDIA
2020,9,Andalucía,Europa,Bélgica,130470,1409100,10.8
2020,9,Andalucía,Europa,Croacia,3920,29020,7.4
2020,9,Andalucía,Europa,Dinamarca,50370,567160,11.3
2020,9,Andalucía,Europa,Eslovenia,1020,9320,9.1
2020,9,Andalucía,Europa,Estonia,11480,218760,19.1
2020,9,Andalucía,Europa,Finlandia,13520,142280,10.5
2020,9,Andalucía,Europa,Francia,526080,6685570,12.7
2020,9,Andalucía,Europa,Georgia,1660,6230,3.8
2020,9,Andalucía,Europa,Grecia,6350,44170,7.0
2020,9,Andalucía,Europa,Hungría,4160,37070,8.9
2020,9,Andalucía,Europa,Irlanda,31850,426220,13.4
2020,9,Andalucía,Europa,Islandia,540,6140,11.4
2020,9,Andalucía,Europa,Italia,89610,1089340,12.2
2020,9,Andalucía,Europa,Letonia,6990,77450,11.1
2020,9,Andalucía,Europa,Liechtenstein,3650,35410,9.7
2020,9,Andalucía,Europa,Lituania,5490,42360,7.7
2020,9,Andalucía,Europa,Luxemburgo,47640,574240,12.1
2020,9,Andalucía,Europa,Malta,2460,19270,7.8
2020,9,Andalucía,Europa,Moldavia,590,4710,8.0
2020,9,Andalucía,Europa,Noruega,12610,196220,15.6
2020,9,Andalucía,Europa,Países Bajos,320380,4025830,12.6
2020,9,Andalucía,Europa,Polonia,55560,430830,7.8
2020,9,Andalucía,Europa,Portugal,221740,1753290,7.9
2020,9,Andalucía,Europa,Reino Unido,609290,7436680,10.7
2020,9,Andalucía,Europa,República Checa,9710,81140,8.4
2020,9,Andalucía,Europa,República Eslovaca,2140,18190,8.5
2020,9,Andalucía,Europa,Rumanía,36030,295430,8.2
2020,9,Andalucía,Europa,Rusia,16670,154830,9.3
2020,9,Andalucía,Europa,Serbia,650,4380,6.7
2020,9,Andalucía,Europa,Suecia,230230,2218180,9.6
2020,9,Andalucía,Europa,Suiza,21240,287690,13.5
2020,9,Andalucía,Europa,Turquía,8140,30410,3.7
2020,9,Andalucía,Europa,Ucrania,16290,104720,6.4
2020,9,Andalucía,Oceanía,Australia,1530,16130,10.5
2020,9,Andalucía,África,Argelia,11850,58840,5.0
2020,9,Andalucía,África,Egipto,1500,6250,4.2
2020,9,Andalucía,África,Ghana,1090,11560,10.6
2020,9,Andalucía,África,Guinea Ecuatorial,420,5930,14.1
2020,9,Andalucía,África,Guinea-Bissau,430,3110,7.2
2020,9,Andalucía,África,Kenia,720,6590,9.2
2020,9,Andalucía,África,Mali,2360,21260,9.0
2020,9,Andalucía,África,Marruecos,180210,1417170,7.9
2020,9,Andalucía,África,Mauritania,920,8480,9.2
2020,9,Andalucía,África,Nigeria,3330,29560,8.9
2020,9,Andalucía,África,Senegal,2620,29150,11.1
2020,9,Andalucía,África,Sudáfrica,640,4050,6.3
2020,9,Andalucía,África,Túnez,650,6530,10.0
2020,9,Aragón,América,Argentina,350,4390,12.5
2020,9,Aragón,América,Brasil,400,4860,12.2
2020,9,Aragón,América,Colombia,1370,16450,12.0
2020,9,Aragón,América,Ecuador,370,4540,12.3
2020,9,Aragón,América,Estados Unidos de América,10140,148000,14.6
2020,9,Aragón,América,México,620,6360,10.3
2020,9,Aragón,América,Nicaragua,750,11930,15.9
2020,9,Aragón,América,Venezuela,670,11610,17.3
2020,9,Aragón,Asia,China,2650,20690,7.8
2020,9,Aragón,Asia,Emiratos Árabes Unidos,420,2630,6.3
2020,9,Aragón,Asia,Japón,360,5380,14.9
2020,9,Aragón,Asia,Pakistán,340,4100,12.1
2020,9,Aragón,Asia,Qatar,620,2250,3.6
2020,9,Aragón,Europa,Alemania,52730,594970,11.3
2020,9,Aragón,Europa,Andorra,4050,19220,4.7
2020,9,Aragón,Europa,Austria,8190,84570,10.3
2020,9,Aragón,Europa,Bulgaria,4310,29970,7.0
2020,9,Aragón,Europa,Bélgica,18770,179770,9.6
2020,9,Aragón,Europa,Croacia,490,1980,4.0
2020,9,Aragón,Europa,Dinamarca,10870,129140,11.9
2020,9,Aragón,Europa,Eslovenia,1160,4370,3.8
2020,9,Aragón,Europa,Estonia,1130,5880,5.2
2020,9,Aragón,Europa,Finlandia,310,3270,10.5
2020,9,Aragón,Europa,Francia,218590,1528520,7.0
2020,9,Aragón,Europa,Grecia,1110,6410,5.8
2020,9,Aragón,Europa,Hungría,2240,9650,4.3
2020,9,Aragón,Europa,Irlanda,4270,39480,9.2
2020,9,Aragón,Europa,Italia,30800,255100,8.3
2020,9,Aragón,Europa,Letonia,1090,6810,6.2
2020,9,Aragón,Europa,Liechtenstein,2020,12200,6.0
2020,9,Aragón,Europa,Lituania,7210,23960,3.3
2020,9,Aragón,Europa,Luxemburgo,8770,94520,10.8
2020,9,Aragón,Europa,Noruega,600,5160,8.6
2020,9,Aragón,Europa,Países Bajos,68870,784200,11.4
2020,9,Aragón,Europa,Polonia,22490,104940,4.7
2020,9,Aragón,Europa,Portugal,17600,156830,8.9
2020,9,Aragón,Europa,Reino Unido,15270,184850,12.1
2020,9,Aragón,Europa,República Checa,4920,20970,4.3
2020,9,Aragón,Europa,República Eslovaca,1720,6680,3.9
2020,9,Aragón,Europa,Rumanía,18110,142700,7.9
2020,9,Aragón,Europa,Rusia,540,4520,8.4
2020,9,Aragón,Europa,Suecia,49330,436330,8.8
2020,9,Aragón,Europa,Suiza,2140,23000,10.7
2020,9,Aragón,Europa,Turquía,1830,11360,6.2
2020,9,Aragón,Europa,Ucrania,2650,11010,4.2
2020,9,Aragón,África,Argelia,1560,16960,10.9
2020,9,Aragón,África,Ghana,600,6420,10.7
2020,9,Aragón,África,Guinea Ecuatorial,340,5540,16.3
2020,9,Aragón,África,Mali,850,9290,10.9
2020,9,Aragón,África,Marruecos,4110,50380,12.3
2020,9,Aragón,África,Nigeria,410,5200,12.7
2020,9,Aragón,África,Senegal,850,8220,9.7
2020,9,Canarias,América,Argentina,890,8950,10.1
2020,9,Canarias,América,Brasil,2510,11550,4.6
2020,9,Canarias,América,Canadá,600,3350,5.6
2020,9,Canarias,América,Chile,490,5580,11.4
2020,9,Canarias,América,Colombia,2800,34130,12.2
2020,9,Canarias,América,Estados Unidos de América,13070,191240,14.6
2020,9,Canarias,América,México,430,5660,13.2
2020,9,Canarias,América,Uruguay,520,5150,9.9
2020,9,Canarias,América,Venezuela,3910,69330,17.7
2020,9,Canarias,Asia,China,6340,40090,6.3
2020,9,Canarias,Asia,Emiratos Árabes Unidos,600,4620,7.7
2020,9,Canarias,Asia,Filipinas,14950,75610,5.1
2020,9,Canarias,Asia,India,2990,21160,7.1
2020,9,Canarias,Asia,Indonesia,3420,20360,6.0
2020,9,Canarias,Asia,Japón,770,5530,7.2
2020,9,Canarias,Asia,Tailandia,830,5020,6.0
2020,9,Canarias,Europa,Alemania,292120,3409380,11.7
2020,9,Canarias,Europa,Andorra,1230,9620,7.8
2020,9,Canarias,Europa,Austria,20620,263940,12.8
2020,9,Canarias,Europa,Bulgaria,3690,34630,9.4
2020,9,Canarias,Europa,Bélgica,136180,1123550,8.3
2020,9,Canarias,Europa,Croacia,1780,15730,8.8
2020,9,Canarias,Europa,Dinamarca,9950,119670,12.0
2020,9,Canarias,Europa,Eslovenia,930,11240,12.1
2020,9,Canarias,Europa,Estonia,1950,20940,10.7
2020,9,Canarias,Europa,Finlandia,1860,22500,12.1
2020,9,Canarias,Europa,Francia,129810,1400430,10.8
2020,9,Canarias,Europa,Georgia,440,1470,3.3
2020,9,Canarias,Europa,Grecia,1710,11520,6.7
2020,9,Canarias,Europa,Hungría,3260,31380,9.6
2020,9,Canarias,Europa,Irlanda,22910,233360,10.2
2020,9,Canarias,Europa,Islandia,670,6740,10.1
2020,9,Canarias,Europa,Italia,120440,1628280,13.5
2020,9,Canarias,Europa,Letonia,2040,21130,10.4
2020,9,Canarias,Europa,Lituania,2720,24480,9.0
2020,9,Canarias,Europa,Luxemburgo,10940,89360,8.2
2020,9,Canarias,Europa,Malta,590,6820,11.6
2020,9,Canarias,Europa,Noruega,5340,65270,12.2
2020,9,Canarias,Europa,Países Bajos,74770,962960,12.9
2020,9,Canarias,Europa,Polonia,63550,520330,8.2
2020,9,Canarias,Europa,Portugal,11570,109420,9.5
2020,9,Canarias,Europa,Reino Unido,253360,2594290,8.9
2020,9,Canarias,Europa,República Checa,15740,123440,7.8
2020,9,Canarias,Europa,República Eslovaca,2370,22400,9.5
2020,9,Canarias,Europa,Rumanía,11500,99160,8.6
2020,9,Canarias,Europa,Rusia,8470,76060,9.0
2020,9,Canarias,Europa,Suecia,26870,251840,9.4
2020,9,Canarias,Europa,Suiza,26420,239050,9.0
2020,9,Canarias,Europa,Turquía,740,3610,4.9
2020,9,Canarias,Europa,Ucrania,5590,35840,6.4
2020,9,Canarias,Oceanía,Australia,330,3080,9.3
2020,9,Canarias,África,Ghana,390,2210,5.7
2020,9,Canarias,África,Marruecos,16680,167760,10.1
2020,9,Canarias,África,Mauritania,2660,18830,7.1
2020,9,Canarias,África,Nigeria,2160,13820,6.4
2020,9,Canarias,África,Senegal,1200,6860,5.7
2020,9,Cantabria,América,Brasil,380,4860,12.8
2020,9,Cantabria,América,Colombia,690,8420,12.2
2020,9,Cantabria,América,Estados Unidos de América,5310,65840,12.4
2020,9,Cantabria,América,México,600,9360,15.6
2020,9,Cantabria,Asia,China,730,6060,8.3
2020,9,Cantabria,Asia,Filipinas,1290,5160,4.0
2020,9,Cantabria,Asia,India,450,1940,4.3
2020,9,Cantabria,Europa,Alemania,22130,305390,13.8
2020,9,Cantabria,Europa,Andorra,520,3280,6.3
2020,9,Cantabria,Europa,Austria,10150,75110,7.4
2020,9,Cantabria,Europa,Bulgaria,490,3680,7.5
2020,9,Cantabria,Europa,Bélgica,4210,45050,10.7
2020,9,Cantabria,Europa,Dinamarca,2300,23230,10.1
2020,9,Cantabria,Europa,Estonia,430,4130,9.6
2020,9,Cantabria,Europa,Francia,46520,576850,12.4
2020,9,Cantabria,Europa,Irlanda,1130,11070,9.8
2020,9,Cantabria,Europa,Italia,6910,78770,11.4
2020,9,Cantabria,Europa,Letonia,320,2500,7.8
2020,9,Cantabria,Europa,Liechtenstein,560,5490,9.8
2020,9,Cantabria,Europa,Lituania,1430,5010,3.5
2020,9,Cantabria,Europa,Luxemburgo,5330,85810,16.1
2020,9,Cantabria,Europa,Moldavia,300,3240,10.8
2020,9,Cantabria,Europa,Noruega,500,3100,6.2
2020,9,Cantabria,Europa,Países Bajos,19770,257010,13.0
2020,9,Cantabria,Europa,Polonia,4660,23300,5.0
2020,9,Cantabria,Europa,Portugal,4990,36930,7.4
2020,9,Cantabria,Europa,Reino Unido,15130,181560,12.0
2020,9,Cantabria,Europa,República Checa,890,5070,5.7
2020,9,Cantabria,Europa,Rumanía,2240,15460,6.9
2020,9,Cantabria,Europa,Rusia,690,3860,5.6
2020,9,Cantabria,Europa,Suecia,15380,129190,8.4
2020,9,Cantabria,Europa,Suiza,1220,14150,11.6
2020,9,Cantabria,Europa,Turquía,360,1620,4.5
2020,9,Cantabria,Europa,Ucrania,1140,7520,6.6
2020,9,Cantabria,África,Marruecos,470,7000,14.9
2020,9,Castilla - La Mancha,América,Argentina,450,3770,8.4
2020,9,Castilla - La Mancha,América,Brasil,670,6650,9.9
2020,9,Castilla - La Mancha,América,Chile,400,4150,10.4
2020,9,Castilla - La Mancha,América,Colombia,2100,29920,14.2
2020,9,Castilla - La Mancha,América,Ecuador,300,4130,13.8
2020,9,Castilla - La Mancha,América,Estados Unidos de América,9680,146230,15.1
2020,9,Castilla - La Mancha,América,México,460,5290,11.5
2020,9,Castilla - La Mancha,América,Perú,580,8340,14.4
2020,9,Castilla - La Mancha,América,Venezuela,510,10010,19.6
2020,9,Castilla - La Mancha,Asia,China,1890,20910,11.1
2020,9,Castilla - La Mancha,Asia,Emiratos Árabes Unidos,350,2800,8.0
2020,9,Castilla - La Mancha,Asia,India,300,2890,9.6
2020,9,Castilla - La Mancha,Asia,Japón,350,5850,16.7
2020,9,Castilla - La Mancha,Europa,Alemania,53080,822950,15.5
2020,9,Castilla - La Mancha,Europa,Andorra,1120,9270,8.3
2020,9,Castilla - La Mancha,Europa,Austria,10870,107880,9.9
2020,9,Castilla - La Mancha,Europa,Bulgaria,2510,19880,7.9
2020,9,Castilla - La Mancha,Europa,Bélgica,12200,126300,10.4
2020,9,Castilla - La Mancha,Europa,Croacia,300,2070,6.9
2020,9,Castilla - La Mancha,Europa,Dinamarca,12400,137820,11.1
2020,9,Castilla - La Mancha,Europa,Eslovenia,490,2750,5.6
2020,9,Castilla - La Mancha,Europa,Estonia,1270,13910,11.0
2020,9,Castilla - La Mancha,Europa,Francia,115450,1694700,14.7
2020,9,Castilla - La Mancha,Europa,Grecia,350,2490,7.1
2020,9,Castilla - La Mancha,Europa,Hungría,1370,6490,4.7
2020,9,Castilla - La Mancha,Europa,Irlanda,5790,55780,9.6
2020,9,Castilla - La Mancha,Europa,Italia,32780,259620,7.9
2020,9,Castilla - La Mancha,Europa,Letonia,1230,8440,6.9
2020,9,Castilla - La Mancha,Europa,Liechtenstein,2040,21640,10.6
2020,9,Castilla - La Mancha,Europa,Lituania,4940,21530,4.4
2020,9,Castilla - La Mancha,Europa,Luxemburgo,16820,233590,13.9
2020,9,Castilla - La Mancha,Europa,Noruega,530,4460,8.4
2020,9,Castilla - La Mancha,Europa,Países Bajos,101780,1267710,12.5
2020,9,Castilla - La Mancha,Europa,Polonia,20540,91070,4.4
2020,9,Castilla - La Mancha,Europa,Portugal,20440,163100,8.0
2020,9,Castilla - La Mancha,Europa,Reino Unido,18910,276620,14.6
2020,9,Castilla - La Mancha,Europa,República Checa,2200,10080,4.6
2020,9,Castilla - La Mancha,Europa,República Eslovaca,1060,6150,5.8
2020,9,Castilla - La Mancha,Europa,Rumanía,14730,126490,8.6
2020,9,Castilla - La Mancha,Europa,Rusia,400,4200,10.5
2020,9,Castilla - La Mancha,Europa,Suecia,56860,573620,10.1
2020,9,Castilla - La Mancha,Europa,Suiza,2340,29810,12.7
2020,9,Castilla - La Mancha,Europa,Turquía,430,2640,6.1
2020,9,Castilla - La Mancha,Europa,Ucrania,2410,17370,7.2
2020,9,Castilla - La Mancha,África,Argelia,1340,11700,8.7
2020,9,Castilla - La Mancha,África,Guinea Ecuatorial,300,3920,13.1
2020,9,Castilla - La Mancha,África,Mali,630,5480,8.7
2020,9,Castilla - La Mancha,África,Marruecos,8030,96100,12.0
2020,9,Castilla - La Mancha,África,Nigeria,700,7910,11.3
2020,9,Castilla - La Mancha,África,Senegal,560,2760,4.9
2020,9,Castilla y León,América,Argentina,580,6550,11.3
2020,9,Castilla y León,América,Brasil,2130,18850,8.8
2020,9,Castilla y León,América,Canadá,480,4610,9.6
2020,9,Castilla y León,América,Chile,580,4630,8.0
2020,9,Castilla y León,América,Colombia,2090,28910,13.8
2020,9,Castilla y León,América,Ecuador,420,6790,16.2
2020,9,Castilla y León,América,Estados Unidos de América,14200,237800,16.7
2020,9,Castilla y León,América,México,1780,20820,11.7
2020,9,Castilla y León,América,Panamá,480,9120,19.0
2020,9,Castilla y León,América,Perú,630,10450,16.6
2020,9,Castilla y León,América,Uruguay,300,3840,12.8
2020,9,Castilla y León,América,Venezuela,1080,23400,21.7
2020,9,Castilla y León,Asia,China,4660,37060,8.0
2020,9,Castilla y León,Asia,Emiratos Árabes Unidos,630,6360,10.1
2020,9,Castilla y León,Asia,India,300,3370,11.2
2020,9,Castilla y León,Asia,Japón,560,9360,16.7
2020,9,Castilla y León,Asia,Omán,340,3410,10.0
2020,9,Castilla y León,Europa,Alemania,135970,1512270,11.1
2020,9,Castilla y León,Europa,Andorra,3390,20980,6.2
2020,9,Castilla y León,Europa,Austria,11600,111940,9.7
2020,9,Castilla y León,Europa,Belarús,810,4680,5.8
2020,9,Castilla y León,Europa,Bulgaria,7750,65850,8.5
2020,9,Castilla y León,Europa,Bélgica,28370,209100,7.4
2020,9,Castilla y León,Europa,Croacia,880,4400,5.0
2020,9,Castilla y León,Europa,Dinamarca,13940,158290,11.4
2020,9,Castilla y León,Europa,Eslovenia,1570,6730,4.3
2020,9,Castilla y León,Europa,Estonia,2800,15110,5.4
2020,9,Castilla y León,Europa,Finlandia,480,2920,6.1
2020,9,Castilla y León,Europa,Francia,248130,2662400,10.7
2020,9,Castilla y León,Europa,Georgia,360,2460,6.8
2020,9,Castilla y León,Europa,Grecia,750,5780,7.7
2020,9,Castilla y León,Europa,Hungría,6320,34220,5.4
2020,9,Castilla y León,Europa,Irlanda,12430,95510,7.7
2020,9,Castilla y León,Europa,Italia,53750,366520,6.8
2020,9,Castilla y León,Europa,Letonia,3370,41140,12.2
2020,9,Castilla y León,Europa,Liechtenstein,3220,31140,9.7
2020,9,Castilla y León,Europa,Lituania,13190,49360,3.7
2020,9,Castilla y León,Europa,Luxemburgo,24530,267270,10.9
2020,9,Castilla y León,Europa,Malta,430,5150,12.0
2020,9,Castilla y León,Europa,Moldavia,370,2550,6.9
2020,9,Castilla y León,Europa,Noruega,1220,12000,9.8
2020,9,Castilla y León,Europa,Países Bajos,136910,1721550,12.6
2020,9,Castilla y León,Europa,Polonia,49410,185210,3.7
2020,9,Castilla y León,Europa,Portugal,311260,2547250,8.2
2020,9,Castilla y León,Europa,Reino Unido,35620,379400,10.7
2020,9,Castilla y León,Europa,República Checa,8150,32880,4.0
2020,9,Castilla y León,Europa,República Eslovaca,3230,13700,4.2
2020,9,Castilla y León,Europa,Rumanía,23840,142510,6.0
2020,9,Castilla y León,Europa,Rusia,1060,12600,11.9
2020,9,Castilla y León,Europa,Serbia,380,2630,6.9
2020,9,Castilla y León,Europa,Suecia,100660,800830,8.0
2020,9,Castilla y León,Europa,Suiza,10290,74140,7.2
2020,9,Castilla y León,Europa,Turquía,1460,9230,6.3
2020,9,Castilla y León,Europa,Ucrania,4350,18550,4.3
2020,9,Castilla y León,Oceanía,Australia,450,5210,11.6
2020,9,Castilla y León,África,Argelia,660,7610,11.5
2020,9,Castilla y León,África,Guinea Ecuatorial,360,5080,14.1
2020,9,Castilla y León,África,Mali,360,4510,12.5
2020,9,Castilla y León,África,Marruecos,5870,62640,10.7
2020,9,Castilla y León,África,Senegal,350,3920,11.2
2020,9,Cataluńa,América,Argentina,9110,91870,10.1
2020,9,Cataluńa,América,Bolivia,870,10860,12.5
2020,9,Cataluńa,América,Brasil,7150,73200,10.2
2020,9,Cataluńa,América,Canadá,2360,18240,7.7
2020,9,Cataluńa,América,Chile,2790,26120,9.4
2020,9,Cataluńa,América,Colombia,11230,139210,12.4
2020,9,Cataluńa,América,Costa Rica,400,4110,10.3
2020,9,Cataluńa,América,Ecuador,2710,26220,9.7
2020,9,Cataluńa,América,El Salvador,400,5080,12.7
2020,9,Cataluńa,América,Estados Unidos de América,63700,866560,13.6
2020,9,Cataluńa,América,Honduras,330,3070,9.3
2020,9,Cataluńa,América,México,8010,90510,11.3
2020,9,Cataluńa,América,Nicaragua,580,7740,13.3
2020,9,Cataluńa,América,Panamá,820,11410,13.9
2020,9,Cataluńa,América,Paraguay,670,7160,10.7
2020,9,Cataluńa,América,Perú,2430,32970,13.6
2020,9,Cataluńa,América,República Dominicana,610,5000,8.2
2020,9,Cataluńa,América,Uruguay,2650,31590,11.9
2020,9,Cataluńa,América,Venezuela,3920,69680,17.8
2020,9,Cataluńa,Asia,Arabia Saudí,770,6860,8.9
2020,9,Cataluńa,Asia,China,38420,358010,9.3
2020,9,Cataluńa,Asia,Corea,670,6880,10.3
2020,9,Cataluńa,Asia,Emiratos Árabes Unidos,5090,40200,7.9
2020,9,Cataluńa,Asia,Filipinas,8450,48630,5.8
2020,9,Cataluńa,Asia,India,9770,92130,9.4
2020,9,Cataluńa,Asia,Indonesia,540,4900,9.1
2020,9,Cataluńa,Asia,Irán,770,6510,8.5
2020,9,Cataluńa,Asia,Israel,1320,10390,7.9
2020,9,Cataluńa,Asia,Japón,1820,17960,9.9
2020,9,Cataluńa,Asia,Kazajstán,1290,12100,9.4
2020,9,Cataluńa,Asia,Líbano,830,4900,5.9
2020,9,Cataluńa,Asia,Malasia,490,5070,10.3
2020,9,Cataluńa,Asia,Myanmar,370,1480,4.0
2020,9,Cataluńa,Asia,Otros países de Asia,310,2760,8.9
2020,9,Cataluńa,Asia,Pakistán,5660,53080,9.4
2020,9,Cataluńa,Asia,Qatar,1760,10630,6.0
2020,9,Cataluńa,Asia,Singapur,1130,10710,9.5
2020,9,Cataluńa,Asia,Sri Lanka,310,2920,9.4
2020,9,Cataluńa,Asia,Tailandia,1490,12670,8.5
2020,9,Cataluńa,Asia,Vietnam,570,5240,9.2
2020,9,Cataluńa,Europa,Albania,2170,13020,6.0
2020,9,Cataluńa,Europa,Alemania,539020,6391850,11.9
2020,9,Cataluńa,Europa,Andorra,194740,1240430,6.4
2020,9,Cataluńa,Europa,Armenia,480,4120,8.6
2020,9,Cataluńa,Europa,Austria,35550,427070,12.0
2020,9,Cataluńa,Europa,Belarús,4140,21460,5.2
2020,9,Cataluńa,Europa,Bulgaria,39320,249800,6.4
2020,9,Cataluńa,Europa,Bélgica,149990,1432000,9.5
2020,9,Cataluńa,Europa,Chipre,720,7270,10.1
2020,9,Cataluńa,Europa,Croacia,7510,43020,5.7
2020,9,Cataluńa,Europa,Dinamarca,53610,598110,11.2
2020,9,Cataluńa,Europa,Eslovenia,10020,58310,5.8
2020,9,Cataluńa,Europa,Estonia,8830,67270,7.6
2020,9,Cataluńa,Europa,Finlandia,3010,28020,9.3
2020,9,Cataluńa,Europa,Francia,1842840,13726430,7.4
2020,9,Cataluńa,Europa,Georgia,1770,12510,7.1
2020,9,Cataluńa,Europa,Grecia,7380,58920,8.0
2020,9,Cataluńa,Europa,Hungría,14500,73360,5.1
2020,9,Cataluńa,Europa,Irlanda,42980,454160,10.6
2020,9,Cataluńa,Europa,Islandia,910,8940,9.8
2020,9,Cataluńa,Europa,Italia,232370,1985090,8.5
2020,9,Cataluńa,Europa,Letonia,19120,179420,9.4
2020,9,Cataluńa,Europa,Liechtenstein,11460,91660,8.0
2020,9,Cataluńa,Europa,Lituania,47260,205620,4.4
2020,9,Cataluńa,Europa,Luxemburgo,56480,549330,9.7
2020,9,Cataluńa,Europa,Macedonia del Norte,420,2250,5.4
2020,9,Cataluńa,Europa,Malta,2270,14320,6.3
2020,9,Cataluńa,Europa,Moldavia,2850,17230,6.0
2020,9,Cataluńa,Europa,Noruega,6040,70000,11.6
2020,9,Cataluńa,Europa,Países Bajos,472290,5704660,12.1
2020,9,Cataluńa,Europa,Polonia,160950,825620,5.1
2020,9,Cataluńa,Europa,Portugal,66540,671370,10.1
2020,9,Cataluńa,Europa,Reino Unido,218470,2495000,8.5
2020,9,Cataluńa,Europa,República Checa,32130,181530,5.6
2020,9,Cataluńa,Europa,República Eslovaca,10710,58150,5.4
2020,9,Cataluńa,Europa,Rumanía,109590,763520,7.0
2020,9,Cataluńa,Europa,Rusia,22760,233910,10.3
2020,9,Cataluńa,Europa,Serbia,2660,14230,5.3
2020,9,Cataluńa,Europa,Suecia,240880,1955150,8.1
2020,9,Cataluńa,Europa,Suiza,33240,385820,11.6
2020,9,Cataluńa,Europa,Turquía,9540,56370,5.9
2020,9,Cataluńa,Europa,Ucrania,27900,171190,6.1
2020,9,Cataluńa,Oceanía,Australia,2160,19300,8.9
2020,9,Cataluńa,Oceanía,Nueva Zelanda,410,3810,9.3
2020,9,Cataluńa,África,Argelia,7670,52430,6.8
2020,9,Cataluńa,África,Egipto,1590,11460,7.2
2020,9,Cataluńa,África,Ghana,1870,19440,10.4
2020,9,Cataluńa,África,Guinea,580,3580,6.2
2020,9,Cataluńa,África,Guinea Ecuatorial,690,10160,14.7
2020,9,Cataluńa,África,Kenia,400,4040,10.1
2020,9,Cataluńa,África,Mali,2650,22330,8.4
2020,9,Cataluńa,África,Marruecos,56970,544540,9.6
2020,9,Cataluńa,África,Mauritania,690,4840,7.0
2020,9,Cataluńa,África,Nigeria,3290,32800,10.0
2020,9,Cataluńa,África,Senegal,3710,32360,8.7
2020,9,Cataluńa,África,Sudáfrica,420,2960,7.0
2020,9,Cataluńa,África,Túnez,1480,7960,5.4
2020,9,Comunidad Foral de Navarra,América,Brasil,460,5470,11.9
2020,9,Comunidad Foral de Navarra,América,Colombia,1000,10900,10.9
2020,9,Comunidad Foral de Navarra,América,Ecuador,570,4730,8.3
2020,9,Comunidad Foral de Navarra,América,Estados Unidos de América,3480,50110,14.4
2020,9,Comunidad Foral de Navarra,América,México,620,8180,13.2
2020,9,Comunidad Foral de Navarra,Asia,China,740,6880,9.3
2020,9,Comunidad Foral de Navarra,Europa,Alemania,51320,579920,11.3
2020,9,Comunidad Foral de Navarra,Europa,Andorra,530,2490,4.7
2020,9,Comunidad Foral de Navarra,Europa,Austria,3230,36500,11.3
2020,9,Comunidad Foral de Navarra,Europa,Belarús,410,1480,3.6
2020,9,Comunidad Foral de Navarra,Europa,Bulgaria,5710,50250,8.8
2020,9,Comunidad Foral de Navarra,Europa,Bélgica,14630,122890,8.4
2020,9,Comunidad Foral de Navarra,Europa,Croacia,320,1790,5.6
2020,9,Comunidad Foral de Navarra,Europa,Dinamarca,3520,36960,10.5
2020,9,Comunidad Foral de Navarra,Europa,Eslovenia,630,1890,3.0
2020,9,Comunidad Foral de Navarra,Europa,Estonia,990,4160,4.2
2020,9,Comunidad Foral de Navarra,Europa,Francia,282770,1894560,6.7
2020,9,Comunidad Foral de Navarra,Europa,Hungría,1590,6200,3.9
2020,9,Comunidad Foral de Navarra,Europa,Irlanda,4150,43990,10.6
2020,9,Comunidad Foral de Navarra,Europa,Italia,22550,175890,7.8
2020,9,Comunidad Foral de Navarra,Europa,Letonia,990,4950,5.0
2020,9,Comunidad Foral de Navarra,Europa,Liechtenstein,1120,7840,7.0
2020,9,Comunidad Foral de Navarra,Europa,Lituania,8090,28320,3.5
2020,9,Comunidad Foral de Navarra,Europa,Luxemburgo,5150,68500,13.3
2020,9,Comunidad Foral de Navarra,Europa,Moldavia,330,2770,8.4
2020,9,Comunidad Foral de Navarra,Europa,Países Bajos,25440,330720,13.0
2020,9,Comunidad Foral de Navarra,Europa,Polonia,24320,92420,3.8
2020,9,Comunidad Foral de Navarra,Europa,Portugal,16120,175710,10.9
2020,9,Comunidad Foral de Navarra,Europa,Reino Unido,7470,102340,13.7
2020,9,Comunidad Foral de Navarra,Europa,República Checa,5570,20050,3.6
2020,9,Comunidad Foral de Navarra,Europa,República Eslovaca,2050,4720,2.3
2020,9,Comunidad Foral de Navarra,Europa,Rumanía,8510,56170,6.6
2020,9,Comunidad Foral de Navarra,Europa,Rusia,310,2360,7.6
2020,9,Comunidad Foral de Navarra,Europa,Suecia,32670,238490,7.3
2020,9,Comunidad Foral de Navarra,Europa,Suiza,1300,9490,7.3
2020,9,Comunidad Foral de Navarra,Europa,Ucrania,2400,11760,4.9
2020,9,Comunidad Foral de Navarra,África,Argelia,600,6300,10.5
2020,9,Comunidad Foral de Navarra,África,Marruecos,3250,41280,12.7
2020,9,Comunidad Foral de Navarra,África,Nigeria,510,4540,8.9
2020,9,Comunidad Foral de Navarra,África,Senegal,300,2550,8.5
2020,9,Comunidad de Madrid,América,Argentina,8840,68950,7.8
2020,9,Comunidad de Madrid,América,Bolivia,770,6700,8.7
2020,9,Comunidad de Madrid,América,Brasil,6860,56250,8.2
2020,9,Comunidad de Madrid,América,Canadá,1160,8580,7.4
2020,9,Comunidad de Madrid,América,Chile,4210,32000,7.6
2020,9,Comunidad de Madrid,América,Colombia,13090,146610,11.2
2020,9,Comunidad de Madrid,América,Costa Rica,460,2620,5.7
